innings,player_dismissed,date,season,batting_team,striker,wicket_type,bowling_team,runs_of_bat,over,match_no,match_id,noballs,extras,legbyes,bowler,byes,fielder,venue,wide
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,6.3,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,6.4,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,6.5,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,6.6,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,4,7.1,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,7.2,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,0,7.3,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,7.4,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,7.5,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,7.6,12,202212,0,0,0,Abdul Samad,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,0,8.1,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,8.2,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,8.3,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,2,8.4,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,8.5,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,8.6,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,4,9.1,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,9.2,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,4,9.3,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,4,9.4,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,9.5,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,6,9.6,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,10.1,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,10.2,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,10.3,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,2,10.4,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,10.5,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,10.6,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,6,11.1,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,11.2,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,11.3,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,0,11.4,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,11.5,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,11.6,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,0,12.1,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,12.2,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,12.3,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,12.4,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,12.5,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,12.6,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,4,13.1,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,13.2,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,13.3,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,4,13.4,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,0,13.5,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,6,13.6,12,202212,0,0,0,Umran Malik,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,14.1,12,202212,0,1,1,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,14.2,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,14.3,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,14.4,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,14.5,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Deepak Hooda,,SRH,1,14.6,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,Deepak Hooda,"Apr 04, 2022",2022,LSG,Deepak Hooda,caught,SRH,0,15.1,12,202212,0,0,0,Romario Shepherd,0,Rahul Tripathi,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,1,15.2,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,15.3,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,4,15.4,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,0,15.5,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,0,15.6,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,4,16.1,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,6,16.2,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,16.3,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,1,16.4,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,16.5,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,4,16.6,12,202212,0,0,0,Washington Sundar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,17.1,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,2,17.2,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,0,17.3,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,17.4,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,1,17.5,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,,SRH,1,17.6,12,202212,0,0,0,Bhuvneshwar Kumar,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,KL Rahul,lbw,SRH,0,18.1,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Krunal Pandya,,SRH,2,18.2,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Krunal Pandya,,SRH,4,18.3,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,Krunal Pandya,"Apr 04, 2022",2022,LSG,Krunal Pandya,bowled,SRH,0,18.4,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Holder,,SRH,1,18.5,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,1,18.6,12,202212,0,0,0,T Natarajan,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,2,19.1,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,4,19.2,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,0,19.3,12,202212,0,3,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",1
1,,"Apr 04, 2022",2022,LSG,Ayush Badoni,,SRH,1,19.3,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Holder,,SRH,6,19.4,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,,"Apr 04, 2022",2022,LSG,Holder,,SRH,1,19.5,12,202212,0,0,0,Romario Shepherd,0,,"Dr DY Patil Sports Academy, Mumbai",0
1,Ayush Badoni,"Apr 04, 2022",2022,LSG,Ayush Badoni,runout,SRH,0,19.6,12,202212,0,0,0,Romario Shepherd,0,Nicholas Pooran/Romario Shepherd,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,1,0.1,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,0.2,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,0.3,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,0.4,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,0.5,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,4,0.6,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,1.1,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,1,1.2,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,1.3,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,1.4,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,1,1.5,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,1.6,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,2.1,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,2.2,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,0,2.3,12,202212,0,1,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",1
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,1,2.3,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,6,2.4,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,2.5,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,1,2.6,12,202212,0,0,0,Holder,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,4,3.1,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Williamson,,LSG,0,3.2,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,Williamson,"Apr 04, 2022",2022,SRH,Williamson,caught,LSG,0,3.3,12,202212,0,0,0,Avesh Khan,0,Tye,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,3,3.4,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,0,3.5,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,0,3.6,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,4.1,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,0,4.2,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,4,4.3,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Abhishek Sharma,,LSG,1,4.4,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,4.5,12,202212,0,4,1,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,4.6,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,Abhishek Sharma,"Apr 04, 2022",2022,SRH,Abhishek Sharma,caught,LSG,0,5.1,12,202212,0,0,0,Avesh Khan,0,Manish Pandey,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,5.2,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,5.3,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,5.4,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,5.5,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,5.6,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,6.1,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,0,6.2,12,202212,1,1,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,2,6.2,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,6.3,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,4,6.4,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,6.5,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,6.6,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,7.1,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,4,7.2,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,4,7.3,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,7.4,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,7.5,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,4,7.6,12,202212,0,0,0,Tye,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,8.1,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,6,8.2,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,2,8.3,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,8.4,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,0,8.5,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,8.6,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,9.1,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,9.2,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,9.3,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,9.4,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Aiden Markram,,LSG,1,9.5,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,9.6,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,Aiden Markram,"Apr 04, 2022",2022,SRH,Aiden Markram,caught,LSG,0,10.1,12,202212,0,0,0,Krunal Pandya,0,KL Rahul,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,0,10.2,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,0,10.3,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,1,10.4,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,10.5,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,10.6,12,202212,0,0,0,Krunal Pandya,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,0,11.1,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,1,11.2,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,2,11.3,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,4,11.4,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,0,11.5,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,11.6,12,202212,0,0,0,Avesh Khan,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Rahul Tripathi,,LSG,1,12.1,12,202212,0,0,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",0
2,,"Apr 04, 2022",2022,SRH,Nicholas Pooran,,LSG,0,12.2,12,202212,0,1,0,Ravi Bishnoi,0,,"Dr DY Patil Sports Academy, Mumbai",1
